session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
gyk14m1i,9,qx5bv7xh,27,design_exp,QuestionPage,1756824206,4,0,0
gyk14m1i,9,qx5bv7xh,35,design_exp,QuestionPage,1756824209,5,0,0
gyk14m1i,9,qx5bv7xh,43,design_exp,QuestionPage,1756824211,6,0,0
gyk14m1i,9,qx5bv7xh,51,design_exp,QuestionPage,1756824217,7,0,0
gyk14m1i,9,qx5bv7xh,59,design_exp,QuestionPage,1756824221,8,0,0
gyk14m1i,9,qx5bv7xh,67,design_exp,QuestionPage,1756824231,9,0,0
gyk14m1i,9,qx5bv7xh,75,design_exp,QuestionPage,1756824233,10,0,0
gyk14m1i,9,qx5bv7xh,83,design_exp,QuestionPage,1756824235,11,0,0
gyk14m1i,9,qx5bv7xh,91,design_exp,QuestionPage,1756824239,12,0,0
gyk14m1i,9,qx5bv7xh,99,design_exp,QuestionPage,1756824286,13,0,0
gyk14m1i,9,qx5bv7xh,107,design_exp,QuestionPage,1756824288,14,0,0
gyk14m1i,9,qx5bv7xh,115,design_exp,QuestionPage,1756824304,15,0,0
gyk14m1i,9,qx5bv7xh,123,design_exp,QuestionPage,1756824309,16,0,0
gyk14m1i,9,qx5bv7xh,131,design_exp,QuestionPage,1756824318,17,0,0
gyk14m1i,9,qx5bv7xh,139,design_exp,QuestionPage,1756824320,18,0,0
gyk14m1i,9,qx5bv7xh,147,design_exp,QuestionPage,1756824321,19,0,0
gyk14m1i,9,qx5bv7xh,155,design_exp,QuestionPage,1756824324,20,0,0
gyk14m1i,9,qx5bv7xh,163,design_exp,QuestionPage,1756824327,21,0,0
gyk14m1i,9,qx5bv7xh,171,design_exp,QuestionPage,1756824334,22,0,0
gyk14m1i,9,qx5bv7xh,179,design_exp,QuestionPage,1756824338,23,0,0
gyk14m1i,9,qx5bv7xh,187,design_exp,QuestionPage,1756824341,24,0,0
gyk14m1i,9,qx5bv7xh,195,design_exp,QuestionPage,1756824348,25,0,0
gyk14m1i,9,qx5bv7xh,203,design_exp,QuestionPage,1756824352,26,0,0
gyk14m1i,9,qx5bv7xh,211,design_exp,QuestionPage,1756824354,27,0,0
gyk14m1i,9,qx5bv7xh,220,design_exp,CognitiveLimitInvestmentPage,1756824360,28,0,0
gyk14m1i,9,qx5bv7xh,228,design_exp,CognitiveLimitInvestmentPage,1756824366,29,0,0
gyk14m1i,9,qx5bv7xh,236,design_exp,CognitiveLimitInvestmentPage,1756824372,30,0,0
gyk14m1i,9,qx5bv7xh,244,design_exp,CognitiveLimitInvestmentPage,1756824379,31,0,0
gyk14m1i,9,qx5bv7xh,253,design_exp,CognitiveLimitBoxPage,1756824410,32,0,0
gyk14m1i,9,qx5bv7xh,262,design_exp,CognitiveLimitInsurancePage,1756824413,33,0,0
gyk14m1i,9,qx5bv7xh,271,design_exp,SurveyPage,1756824446,34,0,0
gyk14m1i,9,qx5bv7xh,279,design_exp,SurveyPage,1756824453,35,0,0
gyk14m1i,9,qx5bv7xh,287,design_exp,SurveyPage,1756824466,36,0,0
gyk14m1i,9,qx5bv7xh,295,design_exp,SurveyPage,1756824476,37,0,0
gyk14m1i,9,qx5bv7xh,303,design_exp,SurveyPage,1756824485,38,0,0
gyk14m1i,9,qx5bv7xh,311,design_exp,SurveyPage,1756824492,39,0,0
gyk14m1i,9,qx5bv7xh,319,design_exp,SurveyPage,1756824503,40,0,0
gyk14m1i,10,flw8y0n3,0,,InitializeParticipant,1756843226,1,0,0
gyk14m1i,11,tx5v1xiz,0,,InitializeParticipant,1756848703,1,0,0
gyk14m1i,12,7srput6t,0,,InitializeParticipant,1756848707,1,0,0
gyk14m1i,11,tx5v1xiz,1,design_exp,Instructions_WelcomeScreen,1756848764,1,0,0
gyk14m1i,11,tx5v1xiz,11,design_exp,QuestionPage,1756848802,2,0,0
gyk14m1i,11,tx5v1xiz,19,design_exp,QuestionPage,1756848847,3,0,0
gyk14m1i,11,tx5v1xiz,27,design_exp,QuestionPage,1756848908,4,0,0
gyk14m1i,11,tx5v1xiz,35,design_exp,QuestionPage,1756849123,5,0,0
gyk14m1i,11,tx5v1xiz,43,design_exp,QuestionPage,1756849143,6,0,0
gyk14m1i,11,tx5v1xiz,51,design_exp,QuestionPage,1756849308,7,0,0
gyk14m1i,11,tx5v1xiz,59,design_exp,QuestionPage,1756849327,8,0,0
gyk14m1i,11,tx5v1xiz,67,design_exp,QuestionPage,1756849354,9,0,0
gyk14m1i,11,tx5v1xiz,75,design_exp,QuestionPage,1756849378,10,0,0
gyk14m1i,11,tx5v1xiz,83,design_exp,QuestionPage,1756849473,11,0,0
gyk14m1i,11,tx5v1xiz,91,design_exp,QuestionPage,1756849493,12,0,0
gyk14m1i,11,tx5v1xiz,99,design_exp,QuestionPage,1756849501,13,0,0
gyk14m1i,11,tx5v1xiz,107,design_exp,QuestionPage,1756849516,14,0,0
gyk14m1i,11,tx5v1xiz,115,design_exp,QuestionPage,1756849555,15,0,0
gyk14m1i,11,tx5v1xiz,123,design_exp,QuestionPage,1756849599,16,0,0
gyk14m1i,11,tx5v1xiz,131,design_exp,QuestionPage,1756849613,17,0,0
gyk14m1i,11,tx5v1xiz,139,design_exp,QuestionPage,1756849998,18,0,0
gyk14m1i,11,tx5v1xiz,147,design_exp,QuestionPage,1756850019,19,0,0
gyk14m1i,11,tx5v1xiz,155,design_exp,QuestionPage,1756850035,20,0,0
gyk14m1i,11,tx5v1xiz,163,design_exp,QuestionPage,1756850182,21,0,0
gyk14m1i,11,tx5v1xiz,171,design_exp,QuestionPage,1756850199,22,0,0
gyk14m1i,11,tx5v1xiz,179,design_exp,QuestionPage,1756850218,23,0,0
gyk14m1i,11,tx5v1xiz,187,design_exp,QuestionPage,1756850308,24,0,0
gyk14m1i,11,tx5v1xiz,195,design_exp,QuestionPage,1756850368,25,0,0
gyk14m1i,11,tx5v1xiz,203,design_exp,QuestionPage,1756850379,26,0,0
gyk14m1i,11,tx5v1xiz,211,design_exp,QuestionPage,1756850387,27,0,0
gyk14m1i,11,tx5v1xiz,220,design_exp,CognitiveLimitInvestmentPage,1756850503,28,0,0
gyk14m1i,11,tx5v1xiz,228,design_exp,CognitiveLimitInvestmentPage,1756851060,29,0,0
gyk14m1i,11,tx5v1xiz,236,design_exp,CognitiveLimitInvestmentPage,1756851116,30,0,0
gyk14m1i,11,tx5v1xiz,244,design_exp,CognitiveLimitInvestmentPage,1756851138,31,0,0
gyk14m1i,11,tx5v1xiz,253,design_exp,CognitiveLimitBoxPage,1756851271,32,0,0
gyk14m1i,11,tx5v1xiz,262,design_exp,CognitiveLimitInsurancePage,1756851438,33,0,0
gyk14m1i,11,tx5v1xiz,271,design_exp,SurveyPage,1756851615,34,0,0
gyk14m1i,11,tx5v1xiz,279,design_exp,SurveyPage,1756851645,35,0,0
gyk14m1i,11,tx5v1xiz,287,design_exp,SurveyPage,1756851712,36,0,0
gyk14m1i,11,tx5v1xiz,295,design_exp,SurveyPage,1756852187,37,0,0
gyk14m1i,11,tx5v1xiz,303,design_exp,SurveyPage,1756852223,38,0,0
gyk14m1i,11,tx5v1xiz,311,design_exp,SurveyPage,1756852245,39,0,0
gyk14m1i,11,tx5v1xiz,319,design_exp,SurveyPage,1756852624,40,0,0
gyk14m1i,13,m907b4t5,0,,InitializeParticipant,1756892480,1,0,0
gyk14m1i,13,m907b4t5,1,design_exp,Instructions_WelcomeScreen,1756894467,1,0,0
gyk14m1i,13,m907b4t5,11,design_exp,QuestionPage,1756894610,2,0,0
gyk14m1i,13,m907b4t5,19,design_exp,QuestionPage,1756894633,3,0,0
gyk14m1i,13,m907b4t5,27,design_exp,QuestionPage,1756894644,4,0,0
gyk14m1i,13,m907b4t5,35,design_exp,QuestionPage,1756894663,5,0,0
gyk14m1i,13,m907b4t5,43,design_exp,QuestionPage,1756894731,6,0,0
gyk14m1i,13,m907b4t5,51,design_exp,QuestionPage,1756894777,7,0,0
gyk14m1i,14,gdgqkir9,0,,InitializeParticipant,1756894822,1,0,0
gyk14m1i,15,unl3kpng,0,,InitializeParticipant,1756894825,1,0,0
gyk14m1i,13,m907b4t5,59,design_exp,QuestionPage,1756894838,8,0,0
gyk14m1i,13,m907b4t5,67,design_exp,QuestionPage,1756894868,9,0,0
gyk14m1i,15,unl3kpng,1,design_exp,Instructions_WelcomeScreen,1756894904,1,0,0
gyk14m1i,13,m907b4t5,75,design_exp,QuestionPage,1756894919,10,0,0
gyk14m1i,15,unl3kpng,11,design_exp,QuestionPage,1756894922,2,0,0
gyk14m1i,13,m907b4t5,83,design_exp,QuestionPage,1756894930,11,0,0
gyk14m1i,13,m907b4t5,91,design_exp,QuestionPage,1756894957,12,0,0
gyk14m1i,15,unl3kpng,19,design_exp,QuestionPage,1756894962,3,0,0
gyk14m1i,14,gdgqkir9,1,design_exp,Instructions_WelcomeScreen,1756894971,1,0,0
gyk14m1i,13,m907b4t5,99,design_exp,QuestionPage,1756894975,13,0,0
gyk14m1i,13,m907b4t5,107,design_exp,QuestionPage,1756895002,14,0,0
gyk14m1i,13,m907b4t5,115,design_exp,QuestionPage,1756895067,15,0,0
gyk14m1i,14,gdgqkir9,11,design_exp,QuestionPage,1756895101,2,0,0
gyk14m1i,15,unl3kpng,27,design_exp,QuestionPage,1756895146,4,0,0
gyk14m1i,13,m907b4t5,123,design_exp,QuestionPage,1756895151,16,0,0
gyk14m1i,15,unl3kpng,35,design_exp,QuestionPage,1756895161,5,0,0
gyk14m1i,13,m907b4t5,131,design_exp,QuestionPage,1756895162,17,0,0
gyk14m1i,13,m907b4t5,139,design_exp,QuestionPage,1756895170,18,0,0
gyk14m1i,13,m907b4t5,147,design_exp,QuestionPage,1756895180,19,0,0
gyk14m1i,16,hhepw26g,0,,InitializeParticipant,1756895188,1,0,0
gyk14m1i,13,m907b4t5,155,design_exp,QuestionPage,1756895210,20,0,0
gyk14m1i,15,unl3kpng,43,design_exp,QuestionPage,1756895241,6,0,0
gyk14m1i,16,hhepw26g,1,design_exp,Instructions_WelcomeScreen,1756895245,1,0,0
gyk14m1i,15,unl3kpng,51,design_exp,QuestionPage,1756895266,7,0,0
gyk14m1i,15,unl3kpng,59,design_exp,QuestionPage,1756895279,8,0,0
gyk14m1i,15,unl3kpng,67,design_exp,QuestionPage,1756895299,9,0,0
gyk14m1i,15,unl3kpng,75,design_exp,QuestionPage,1756895316,10,0,0
gyk14m1i,15,unl3kpng,83,design_exp,QuestionPage,1756895329,11,0,0
gyk14m1i,16,hhepw26g,11,design_exp,QuestionPage,1756895499,2,0,0
gyk14m1i,14,gdgqkir9,19,design_exp,QuestionPage,1756895521,3,0,0
gyk14m1i,14,gdgqkir9,27,design_exp,QuestionPage,1756895593,4,0,0
gyk14m1i,16,hhepw26g,19,design_exp,QuestionPage,1756895593,3,0,0
gyk14m1i,16,hhepw26g,27,design_exp,QuestionPage,1756895622,4,0,0
gyk14m1i,16,hhepw26g,35,design_exp,QuestionPage,1756895669,5,0,0
gyk14m1i,14,gdgqkir9,35,design_exp,QuestionPage,1756895679,5,0,0
gyk14m1i,16,hhepw26g,43,design_exp,QuestionPage,1756895705,6,0,0
gyk14m1i,14,gdgqkir9,43,design_exp,QuestionPage,1756895743,6,0,0
gyk14m1i,14,gdgqkir9,51,design_exp,QuestionPage,1756895788,7,0,0
gyk14m1i,13,m907b4t5,163,design_exp,QuestionPage,1756895791,21,0,0
gyk14m1i,13,m907b4t5,171,design_exp,QuestionPage,1756895804,22,0,0
gyk14m1i,13,m907b4t5,179,design_exp,QuestionPage,1756895813,23,0,0
gyk14m1i,13,m907b4t5,187,design_exp,QuestionPage,1756895841,24,0,0
gyk14m1i,13,m907b4t5,195,design_exp,QuestionPage,1756895905,25,0,0
gyk14m1i,13,m907b4t5,203,design_exp,QuestionPage,1756895915,26,0,0
gyk14m1i,14,gdgqkir9,59,design_exp,QuestionPage,1756895927,8,0,0
gyk14m1i,13,m907b4t5,211,design_exp,QuestionPage,1756895937,27,0,0
gyk14m1i,15,unl3kpng,91,design_exp,QuestionPage,1756896001,12,0,0
gyk14m1i,13,m907b4t5,220,design_exp,CognitiveLimitInvestmentPage,1756896035,28,0,0
gyk14m1i,13,m907b4t5,228,design_exp,CognitiveLimitInvestmentPage,1756896081,29,0,0
gyk14m1i,15,unl3kpng,99,design_exp,QuestionPage,1756896084,13,0,0
gyk14m1i,13,m907b4t5,236,design_exp,CognitiveLimitInvestmentPage,1756896117,30,0,0
gyk14m1i,15,unl3kpng,107,design_exp,QuestionPage,1756896123,14,0,0
gyk14m1i,14,gdgqkir9,67,design_exp,QuestionPage,1756896126,9,0,0
gyk14m1i,15,unl3kpng,115,design_exp,QuestionPage,1756896138,15,0,0
gyk14m1i,15,unl3kpng,123,design_exp,QuestionPage,1756896153,16,0,0
gyk14m1i,14,gdgqkir9,75,design_exp,QuestionPage,1756896163,10,0,0
